tracker_id,scope_type,category_title,domain,experience_bucket,semantic_family,source_candidate,source_indicator,common_year,country_coverage,integrity,user_note,requested_action,research_status,implementation_status,final_disposition,blocker_or_reason,source_url,validation_requirements,generation_priority_candidate,definition,unit,measurement_type,ranking_direction,raw_or_derived,tie_handling,source_type,source_hierarchy_tier,source_license,provenance_snapshot,comparison_year_policy,denominator_basis,currency_price_basis,geography_scope,entity_definition,uncertainty_handling,common_year_gate,coverage_gate,unit_comparability_gate,source_identity_gate,understandability_score,interest_score,uniqueness_score,player_quality_status,generation_priority_final,activation_gate,final_notes
existing:IT.CEL.SETS.P2,existing_playable,Highest mobile subscriptions per 100 people,Technology,Technology,Technology,World Bank,IT.CEL.SETS.P2,2024,146,verified,No additional user annotation; preserve validated existing behavior,retain_and_audit,resolved_v16_2_6,retained_with_v16_2_6_shared_gates,retained_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",https://data.worldbank.org/indicator/IT.CEL.SETS.P2,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",validated catalog/source unit; verify exact metadata at activation,rate,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2024,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,standard,retain_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability."
existing:PEW_RELIGION_2020_MUSLIM_SHARE,existing_playable,Highest Muslim share,Religion,Religion,Religion,Pew Research Center,PEW_RELIGION_2020_MUSLIM_SHARE,2020,179,verified,"Great Category, never seen it in gameplay",retain_priority_exposure,resolved_v16_2_6,retained_with_v16_2_6_shared_gates,retained_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability. Workbook priority signal is preserved for generation-priority review without creating a hard repetition boost.",https://www.pewresearch.org/religion/feature/religious-composition-by-country-2010-2020/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,"Great Category, never seen it in gameplay",validated catalog/source unit; verify exact metadata at activation,share,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2020,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,anchor,retain_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability. Workbook priority signal is preserved for generation-priority review without creating a hard repetition boost."
existing:BN.TRF.KOGT.CD,existing_playable,Highest net capital account,Economy,Economy,Economy,World Bank,BN.TRF.KOGT.CD,2024,149,verified,I don’t know what this means,clarify_or_remove,resolved_v16_2_6,implemented_database_exclusion,removed_clarity,Fails clarify-or-remove rule: still requires specialist balance-of-payments/debt/accounting interpretation.,https://data.worldbank.org/indicator/BN.TRF.KOGT.CD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,I don’t know what this means,validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2024,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,standard,retain_existing_subject_to_shared_gate,Fails clarify-or-remove rule: still requires specialist balance-of-payments/debt/accounting interpretation.
existing:BN.KAC.EOMS.CD,existing_playable,Highest net errors and omissions,Economy,Economy,Economy,World Bank,BN.KAC.EOMS.CD,2024,161,verified,I don’t know what this means,clarify_or_remove,resolved_v16_2_6,implemented_database_exclusion,removed_clarity,Fails clarify-or-remove rule: still requires specialist balance-of-payments/debt/accounting interpretation.,https://data.worldbank.org/indicator/BN.KAC.EOMS.CD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,I don’t know what this means,validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2024,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,standard,retain_existing_subject_to_shared_gate,Fails clarify-or-remove rule: still requires specialist balance-of-payments/debt/accounting interpretation.
existing:BN.FIN.TOTL.CD,existing_playable,Highest net financial account,Economy,Economy,Economy,World Bank,BN.FIN.TOTL.CD,2024,161,verified,I don’t know what this means,clarify_or_remove,resolved_v16_2_6,implemented_database_exclusion,removed_clarity,Fails clarify-or-remove rule: still requires specialist balance-of-payments/debt/accounting interpretation.,https://data.worldbank.org/indicator/BN.FIN.TOTL.CD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,I don’t know what this means,validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2024,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,standard,retain_existing_subject_to_shared_gate,Fails clarify-or-remove rule: still requires specialist balance-of-payments/debt/accounting interpretation.
existing:DT.NFL.BLAT.CD,existing_playable,"Highest net financial flows, bilateral",Economy,Economy,Economy,World Bank,DT.NFL.BLAT.CD,2024,116,verified,I don’t know what this means,clarify_or_remove,resolved_v16_2_6,implemented_database_exclusion,removed_clarity,Fails clarify-or-remove rule: still requires specialist balance-of-payments/debt/accounting interpretation.,https://data.worldbank.org/indicator/DT.NFL.BLAT.CD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,I don’t know what this means,validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2024,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,standard,retain_existing_subject_to_shared_gate,Fails clarify-or-remove rule: still requires specialist balance-of-payments/debt/accounting interpretation.
existing:DT.NFL.MOTH.CD,existing_playable,"Highest net financial flows, others",Economy,Economy,Economy,World Bank,DT.NFL.MOTH.CD,2024,111,verified,Remove,remove,resolved_v16_2_6,implemented_database_exclusion,removed_from_future_generation,Explicit workbook removal; enforced by v16.2.6 curation and hard gate.,https://data.worldbank.org/indicator/DT.NFL.MOTH.CD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,Remove,validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2024,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,standard,retain_existing_subject_to_shared_gate,Explicit workbook removal; enforced by v16.2.6 curation and hard gate.
existing:DT.ODA.ALLD.CD,existing_playable,Highest net official development assistance and official aid received,Economy,Economy,Economy,World Bank,DT.ODA.ALLD.CD,2023,135,verified,"Great Category, never seen it in gameplay",retain_priority_exposure,resolved_v16_2_6,retained_with_v16_2_6_shared_gates,retained_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability. Workbook priority signal is preserved for generation-priority review without creating a hard repetition boost.",https://data.worldbank.org/indicator/DT.ODA.ALLD.CD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,"Great Category, never seen it in gameplay",validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2023,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,anchor,retain_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability. Workbook priority signal is preserved for generation-priority review without creating a hard repetition boost."
existing:DT.ODA.ODAT.CD,existing_playable,Highest net official development assistance received,Economy,Economy,Economy,World Bank,DT.ODA.ODAT.CD,2023,135,verified,"A bit confusing category, but Great Category, never seen it in gameplay",retain_priority_exposure,resolved_v16_2_6,retained_with_v16_2_6_shared_gates,retained_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability. Workbook priority signal is preserved for generation-priority review without creating a hard repetition boost.",https://data.worldbank.org/indicator/DT.ODA.ODAT.CD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,"A bit confusing category, but Great Category, never seen it in gameplay",validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2023,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,anchor,retain_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability. Workbook priority signal is preserved for generation-priority review without creating a hard repetition boost."
existing:BN.GSR.FCTY.CD,existing_playable,Highest net primary income,Economy,Economy,Economy,World Bank,BN.GSR.FCTY.CD,2024,161,verified,"A bit confusing category, but Great Category, never seen it in gameplay",retain_priority_exposure,resolved_v16_2_6,retained_with_v16_2_6_shared_gates,retained_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability. Workbook priority signal is preserved for generation-priority review without creating a hard repetition boost.",https://data.worldbank.org/indicator/BN.GSR.FCTY.CD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,"A bit confusing category, but Great Category, never seen it in gameplay",validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2024,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,anchor,retain_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability. Workbook priority signal is preserved for generation-priority review without creating a hard repetition boost."
existing:BN.TRF.CURR.CD,existing_playable,Highest net secondary income,Economy,Economy,Economy,World Bank,BN.TRF.CURR.CD,2024,161,verified,"A bit confusing category, but Great Category, never seen it in gameplay",retain_priority_exposure,resolved_v16_2_6,retained_with_v16_2_6_shared_gates,retained_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability. Workbook priority signal is preserved for generation-priority review without creating a hard repetition boost.",https://data.worldbank.org/indicator/BN.TRF.CURR.CD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,"A bit confusing category, but Great Category, never seen it in gameplay",validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2024,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,anchor,retain_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability. Workbook priority signal is preserved for generation-priority review without creating a hard repetition boost."
existing:BN.GSR.MRCH.CD,existing_playable,Highest net trade in goods,Economy,Economy,Economy,World Bank,BN.GSR.MRCH.CD,2024,161,verified,"A bit confusing category, but Great Category, never seen it in gameplay",retain_priority_exposure,resolved_v16_2_6,retained_with_v16_2_6_shared_gates,retained_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability. Workbook priority signal is preserved for generation-priority review without creating a hard repetition boost.",https://data.worldbank.org/indicator/BN.GSR.MRCH.CD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,"A bit confusing category, but Great Category, never seen it in gameplay",validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2024,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,anchor,retain_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability. Workbook priority signal is preserved for generation-priority review without creating a hard repetition boost."
existing:BN.GSR.GNFS.CD,existing_playable,Highest net trade in goods and services,Economy,Economy,Economy,World Bank,BN.GSR.GNFS.CD,2024,161,verified,"A bit confusing category, but Great Category, never seen it in gameplay",retain_priority_exposure,resolved_v16_2_6,retained_with_v16_2_6_shared_gates,retained_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability. Workbook priority signal is preserved for generation-priority review without creating a hard repetition boost.",https://data.worldbank.org/indicator/BN.GSR.GNFS.CD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,"A bit confusing category, but Great Category, never seen it in gameplay",validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2024,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,anchor,retain_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability. Workbook priority signal is preserved for generation-priority review without creating a hard repetition boost."
existing:IC.BUS.NREG,existing_playable,Highest new businesses registered,Economy,Economy,Economy,World Bank,IC.BUS.NREG,2024,128,verified,What does new mean? Never seen this,clarify_or_remove,resolved_v16_2_6,implemented_plain_language_review,retained_rewritten,Concept remains defensible and was rewritten/defined in ordinary language; shared data-integrity gates still apply.,https://data.worldbank.org/indicator/IC.BUS.NREG,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,What does new mean? Never seen this,validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2024,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,standard,retain_existing_subject_to_shared_gate,Concept remains defensible and was rewritten/defined in ordinary language; shared data-integrity gates still apply.
existing:IC.BUS.NDNS.ZS,existing_playable,Highest new-business density,Economy,Economy,Economy,World Bank,IC.BUS.NDNS.ZS,2024,128,verified,What does new mean? Never seen this,clarify_or_remove,resolved_v16_2_6,implemented_plain_language_review,retained_rewritten,Concept remains defensible and was rewritten/defined in ordinary language; shared data-integrity gates still apply.,https://data.worldbank.org/indicator/IC.BUS.NDNS.ZS,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,What does new mean? Never seen this,%,share,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2024,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,standard,retain_existing_subject_to_shared_gate,Concept remains defensible and was rewritten/defined in ordinary language; shared data-integrity gates still apply.
existing:EN.GHG.N2O.AG.MT.CE.AR5,existing_playable,Highest nitrous oxide (N2O) emissions from Agriculture,Environment,Environment,Environment,World Bank,EN.GHG.N2O.AG.MT.CE.AR5,2024,184,verified,Remove,remove,resolved_v16_2_6,implemented_database_exclusion,removed_from_future_generation,Explicit workbook removal; enforced by v16.2.6 curation and hard gate.,https://data.worldbank.org/indicator/EN.GHG.N2O.AG.MT.CE.AR5,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,Remove,validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2024,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,standard,retain_existing_subject_to_shared_gate,Explicit workbook removal; enforced by v16.2.6 curation and hard gate.
