tracker_id,scope_type,category_title,domain,experience_bucket,semantic_family,source_candidate,source_indicator,common_year,country_coverage,integrity,user_note,requested_action,research_status,implementation_status,final_disposition,blocker_or_reason,source_url,validation_requirements,generation_priority_candidate,definition,unit,measurement_type,ranking_direction,raw_or_derived,tie_handling,source_type,source_hierarchy_tier,source_license,provenance_snapshot,comparison_year_policy,denominator_basis,currency_price_basis,geography_scope,entity_definition,uncertainty_handling,common_year_gate,coverage_gate,unit_comparability_gate,source_identity_gate,understandability_score,interest_score,uniqueness_score,player_quality_status,generation_priority_final,activation_gate,final_notes
existing:FI.RES.XGLD.CD,existing_playable,Highest total reserves minus gold,Economy,Economy,Economy,World Bank,FI.RES.XGLD.CD,2025,121,verified,Remove,remove,resolved_v16_2_6,implemented_database_exclusion,removed_from_future_generation,Explicit workbook removal; enforced by v16.2.6 curation and hard gate.,https://data.worldbank.org/indicator/FI.RES.XGLD.CD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,Remove,validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2025,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,standard,retain_existing_subject_to_shared_gate,Explicit workbook removal; enforced by v16.2.6 curation and hard gate.
existing:BX.GSR.TRAN.ZS,existing_playable,Highest transport share of service exports,Economy,Economy,Economy,World Bank,BX.GSR.TRAN.ZS,2024,159,verified,What does the mean,clarify_or_remove,resolved_v16_2_6,implemented_plain_language_review,retained_rewritten,Concept remains defensible and was rewritten/defined in ordinary language; shared data-integrity gates still apply.,https://data.worldbank.org/indicator/BX.GSR.TRAN.ZS,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,What does the mean,%,share,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2024,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,standard,retain_existing_subject_to_shared_gate,Concept remains defensible and was rewritten/defined in ordinary language; shared data-integrity gates still apply.
existing:BM.GSR.TRAN.ZS,existing_playable,Highest transport share of service imports,Economy,Economy,Economy,World Bank,BM.GSR.TRAN.ZS,2024,159,verified,What does the mean,clarify_or_remove,resolved_v16_2_6,implemented_plain_language_review,retained_rewritten,Concept remains defensible and was rewritten/defined in ordinary language; shared data-integrity gates still apply.,https://data.worldbank.org/indicator/BM.GSR.TRAN.ZS,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,What does the mean,%,share,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2024,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,standard,retain_existing_subject_to_shared_gate,Concept remains defensible and was rewritten/defined in ordinary language; shared data-integrity gates still apply.
existing:BX.GSR.TRVL.ZS,existing_playable,Highest travel share of service exports,Economy,Economy,Economy,World Bank,BX.GSR.TRVL.ZS,2024,159,verified,What does the mean,clarify_or_remove,resolved_v16_2_6,implemented_plain_language_review,retained_rewritten,Concept remains defensible and was rewritten/defined in ordinary language; shared data-integrity gates still apply.,https://data.worldbank.org/indicator/BX.GSR.TRVL.ZS,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,What does the mean,%,share,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2024,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,standard,retain_existing_subject_to_shared_gate,Concept remains defensible and was rewritten/defined in ordinary language; shared data-integrity gates still apply.
existing:BM.GSR.TRVL.ZS,existing_playable,Highest travel share of service imports,Economy,Economy,Economy,World Bank,BM.GSR.TRVL.ZS,2024,158,verified,What does the mean,clarify_or_remove,resolved_v16_2_6,implemented_plain_language_review,retained_rewritten,Concept remains defensible and was rewritten/defined in ordinary language; shared data-integrity gates still apply.,https://data.worldbank.org/indicator/BM.GSR.TRVL.ZS,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,What does the mean,%,share,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2024,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,standard,retain_existing_subject_to_shared_gate,Concept remains defensible and was rewritten/defined in ordinary language; shared data-integrity gates still apply.
existing:GVP_HOLOCENE_HIGHEST_VOLCANO,existing_playable,Highest volcano,Geology,Geology,Geology,Smithsonian GVP,GVP_HOLOCENE_HIGHEST_VOLCANO,2026,67,verified,See this all the time,retain_and_audit,resolved_v16_2_6,retained_with_v16_2_6_shared_gates,retained_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",https://volcano.si.edu/volcanolist_holocene.cfm,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,See this all the time,validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2026,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,standard,retain_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability."
existing:NV.AGR.TOTL.CD,existing_playable,Largest agricultural economy,Agriculture,Agriculture,Agriculture,World Bank,NV.AGR.TOTL.CD,2025,156,verified,Great Category,retain_priority,resolved_v16_2_6,retained_with_v16_2_6_shared_gates,retained_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability. Workbook priority signal is preserved for generation-priority review without creating a hard repetition boost.",https://data.worldbank.org/indicator/NV.AGR.TOTL.CD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,Great Category,validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2025,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,anchor,retain_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability. Workbook priority signal is preserved for generation-priority review without creating a hard repetition boost."
existing:88,existing_playable,Largest aircraft exports,Trade,Trade,Trade,UN Comtrade,88,2025,87,verified,No additional user annotation; preserve validated existing behavior,retain_and_audit,resolved_v16_2_6,retained_with_v16_2_6_shared_gates,retained_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",https://comtradeplus.un.org/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,primary_or_administrative,tier_1_primary_or_official,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2025,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,standard,retain_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability."
existing:EG.USE.COMM.CL.ZS,existing_playable,Largest alternative-and-nuclear share of energy use,Energy,Energy,Energy,World Bank,EG.USE.COMM.CL.ZS,2023,146,verified,"Great Category, never seen it in gameplay",retain_priority_exposure,resolved_v16_2_6,retained_with_v16_2_6_shared_gates,retained_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability. Workbook priority signal is preserved for generation-priority review without creating a hard repetition boost.",https://data.worldbank.org/indicator/EG.USE.COMM.CL.ZS,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,"Great Category, never seen it in gameplay",%,share,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2023,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,anchor,retain_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability. Workbook priority signal is preserved for generation-priority review without creating a hard repetition boost."
existing:76,existing_playable,Largest aluminum exports,Trade,Trade,Trade,UN Comtrade,76,2024,131,verified,"Great Category, never seen it in gameplay",retain_priority_exposure,resolved_v16_2_6,retained_with_v16_2_6_shared_gates,retained_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability. Workbook priority signal is preserved for generation-priority review without creating a hard repetition boost.",https://comtradeplus.un.org/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,"Great Category, never seen it in gameplay",validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,primary_or_administrative,tier_1_primary_or_official,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2024,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,anchor,retain_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability. Workbook priority signal is preserved for generation-priority review without creating a hard repetition boost."
existing:0808,existing_playable,Largest apple-and-pear exports,Trade,Trade,Trade,UN Comtrade,0808,2025,73,verified,No additional user annotation; preserve validated existing behavior,retain_and_audit,resolved_v16_2_6,retained_with_v16_2_6_shared_gates,retained_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",https://comtradeplus.un.org/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,primary_or_administrative,tier_1_primary_or_official,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2025,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,standard,retain_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability."
existing:ER.FSH.AQUA.MT,existing_playable,Largest aquaculture production,Environment,Environment,Environment,World Bank,ER.FSH.AQUA.MT,2024,194,verified,No additional user annotation; preserve validated existing behavior,retain_and_audit,resolved_v16_2_6,retained_with_v16_2_6_shared_gates,retained_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",https://data.worldbank.org/indicator/ER.FSH.AQUA.MT,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2024,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,standard,retain_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability."
existing:MS.MIL.MPRT.KD,existing_playable,Largest arms imports,Government,Government,Government,World Bank,MS.MIL.MPRT.KD,2024,111,verified,"Great Category, never seen it in gameplay",retain_priority_exposure,resolved_v16_2_6,retained_with_v16_2_6_shared_gates,retained_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability. Workbook priority signal is preserved for generation-priority review without creating a hard repetition boost.",https://data.worldbank.org/indicator/MS.MIL.MPRT.KD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,"Great Category, never seen it in gameplay",validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2024,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,anchor,retain_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability. Workbook priority signal is preserved for generation-priority review without creating a hard repetition boost."
existing:0803,existing_playable,Largest banana exports,Trade,Trade,Trade,UN Comtrade,0803,2025,79,verified,No additional user annotation; preserve validated existing behavior,retain_and_audit,resolved_v16_2_6,retained_with_v16_2_6_shared_gates,retained_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",https://comtradeplus.un.org/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,primary_or_administrative,tier_1_primary_or_official,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2025,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,standard,retain_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability."
existing:0201+0202,existing_playable,Largest beef exports,Trade,Trade,Trade,UN Comtrade,0201+0202,2025,82,verified,No additional user annotation; preserve validated existing behavior,retain_and_audit,resolved_v16_2_6,retained_with_v16_2_6_shared_gates,retained_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",https://comtradeplus.un.org/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,primary_or_administrative,tier_1_primary_or_official,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2025,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,standard,retain_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability."
existing:2203,existing_playable,Largest beer exports,Trade,Trade,Trade,UN Comtrade,2203,2025,88,verified,No additional user annotation; preserve validated existing behavior,retain_and_audit,resolved_v16_2_6,retained_with_v16_2_6_shared_gates,retained_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",https://comtradeplus.un.org/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,primary_or_administrative,tier_1_primary_or_official,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2025,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,standard,retain_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability."
