source_family,importer,tracker_id,category_key,category_title,current_category_title,approved_title_rewrite,key_present,title_present,represented_in_importer_catalog,explicitly_blocked,recovery_status,activation_certified
WHO Global Health Observatory,scripts/import-who.py,family:who:highest-doctor-density,highest-doctor-density,Highest doctor density,Highest doctor density,False,True,True,True,False,represented,False
WHO Global Health Observatory,scripts/import-who.py,family:who:highest-nurse-density,highest-nurse-density,Highest nurse and midwife density,Highest nurse and midwife density,False,True,True,True,False,represented,False
WHO Global Health Observatory,scripts/import-who.py,family:who:highest-dentist-density,highest-dentist-density,Highest dentist density,Highest dentist density,False,True,True,True,False,represented,False
WHO Global Health Observatory,scripts/import-who.py,family:who:highest-pharmacist-density,highest-pharmacist-density,Highest pharmacist density,Highest pharmacist density,False,True,True,True,False,represented,False
WHO Global Health Observatory,scripts/import-who.py,family:who:highest-hospital-bed-density,highest-hospital-bed-density,Highest hospital-bed density,Highest hospital-bed density,False,True,True,True,False,represented,False
WHO Global Health Observatory,scripts/import-who.py,family:who:highest-uhc-service-coverage,highest-uhc-service-coverage,Highest universal-health-coverage score,Highest universal-health-coverage score,False,True,True,True,False,represented,False
WHO Global Health Observatory,scripts/import-who.py,family:who:lowest-catastrophic-health-spending,lowest-catastrophic-health-spending,Lowest catastrophic health spending,Lowest catastrophic health spending,False,True,True,True,False,represented,False
WHO Global Health Observatory,scripts/import-who.py,family:who:highest-dtp3-vaccination,highest-dtp3-vaccination,Highest DTP3 vaccination rate,Highest DTP3 vaccination rate,False,True,True,True,False,represented,False
WHO Global Health Observatory,scripts/import-who.py,family:who:highest-measles-vaccination,highest-measles-vaccination,Highest measles vaccination rate,Highest measles vaccination rate,False,True,True,True,False,represented,False
WHO Global Health Observatory,scripts/import-who.py,family:who:highest-polio-vaccination,highest-polio-vaccination,Highest polio vaccination rate,Highest polio vaccination rate,False,True,True,True,False,represented,False
WHO Global Health Observatory,scripts/import-who.py,family:who:highest-hepatitis-b-vaccination,highest-hepatitis-b-vaccination,Highest hepatitis B vaccination rate,Highest hepatitis B vaccination rate,False,True,True,True,False,represented,False
WHO Global Health Observatory,scripts/import-who.py,family:who:highest-bcg-vaccination,highest-bcg-vaccination,Highest tuberculosis vaccination rate,Highest tuberculosis vaccination rate,False,True,True,True,False,represented,False
WHO Global Health Observatory,scripts/import-who.py,family:who:highest-skilled-birth-attendance,highest-skilled-birth-attendance,Highest skilled birth-attendance rate,Highest skilled birth-attendance rate,False,True,True,True,False,represented,False
WHO Global Health Observatory,scripts/import-who.py,family:who:highest-antenatal-care,highest-antenatal-care,Highest antenatal-care coverage,Highest antenatal-care coverage,False,True,True,True,False,represented,False
WHO Global Health Observatory,scripts/import-who.py,family:who:highest-family-planning-satisfaction,highest-family-planning-satisfaction,Highest family-planning needs met,Highest family-planning needs met,False,True,True,True,False,represented,False
WHO Global Health Observatory,scripts/import-who.py,family:who:lowest-adolescent-birth-rate,lowest-adolescent-birth-rate,Lowest adolescent birth rate,Lowest adolescent birth rate,False,True,True,True,False,represented,False
WHO Global Health Observatory,scripts/import-who.py,family:who:highest-clean-fuel-access,highest-clean-fuel-access,Highest share using clean cooking fuels,Highest share using clean cooking fuels,False,True,True,True,False,represented,False
WHO Global Health Observatory,scripts/import-who.py,family:who:highest-safe-drinking-water,highest-safe-drinking-water,Highest safely managed drinking-water access,Highest safely managed drinking-water access,False,True,True,True,False,represented,False
WHO Global Health Observatory,scripts/import-who.py,family:who:highest-safe-sanitation,highest-safe-sanitation,Highest safely managed sanitation access,Highest safely managed sanitation access,False,True,True,True,False,represented,False
WHO Global Health Observatory,scripts/import-who.py,family:who:highest-handwashing-access,highest-handwashing-access,Highest handwashing access,Highest handwashing access,False,True,True,True,False,represented,False
WHO Global Health Observatory,scripts/import-who.py,family:who:lowest-air-pollution,lowest-air-pollution,Lowest urban air pollution,Lowest urban air pollution,False,True,True,True,False,represented,False
WHO Global Health Observatory,scripts/import-who.py,family:who:lowest-air-pollution-death-rate,lowest-air-pollution-death-rate,Lowest air-pollution death rate,Lowest air-pollution death rate,False,True,True,True,False,represented,False
WHO Global Health Observatory,scripts/import-who.py,family:who:lowest-unsafe-water-death-rate,lowest-unsafe-water-death-rate,Lowest unsafe-water death rate,Lowest unsafe-water death rate,False,True,True,True,False,represented,False
WHO Global Health Observatory,scripts/import-who.py,family:who:lowest-poisoning-death-rate,lowest-poisoning-death-rate,Lowest accidental-poisoning death rate,Lowest accidental-poisoning death rate,False,True,True,True,False,represented,False
WHO Global Health Observatory,scripts/import-who.py,family:who:lowest-homicide-rate,lowest-homicide-rate,Lowest homicide rate,Lowest homicide rate,False,True,True,True,False,represented,False
WHO Global Health Observatory,scripts/import-who.py,family:who:highest-birth-registration,highest-birth-registration,Highest birth-registration rate,Highest birth-registration rate,False,True,True,True,False,represented,False
WHO Global Health Observatory,scripts/import-who.py,family:who:highest-dtp1-vaccination,highest-dtp1-vaccination,Highest DTP first-dose vaccination rate,Highest DTP first-dose vaccination rate,False,True,True,True,False,represented,False
WHO Global Health Observatory,scripts/import-who.py,family:who:highest-hib3-vaccination,highest-hib3-vaccination,Highest Hib vaccination rate,Highest Hib vaccination rate,False,True,True,True,False,represented,False
WHO Global Health Observatory,scripts/import-who.py,family:who:highest-hpv-vaccination,highest-hpv-vaccination,Highest HPV vaccination rate,Highest HPV vaccination rate,False,True,True,True,False,represented,False
WHO Global Health Observatory,scripts/import-who.py,family:who:highest-measles-second-dose,highest-measles-second-dose,Highest second-dose measles vaccination rate,Highest second-dose measles vaccination rate,False,True,True,True,False,represented,False
WHO Global Health Observatory,scripts/import-who.py,family:who:highest-pneumococcal-vaccination,highest-pneumococcal-vaccination,Highest pneumococcal vaccination rate,Highest pneumococcal vaccination rate,False,True,True,True,False,represented,False
WHO Global Health Observatory,scripts/import-who.py,family:who:highest-ipv-vaccination,highest-ipv-vaccination,Highest inactivated-polio vaccination rate,Highest inactivated-polio vaccination rate,False,True,True,True,False,represented,False
WHO Global Health Observatory,scripts/import-who.py,family:who:highest-rotavirus-vaccination,highest-rotavirus-vaccination,Highest rotavirus vaccination rate,Highest rotavirus vaccination rate,False,True,True,True,False,represented,False
WHO Global Health Observatory,scripts/import-who.py,family:who:highest-neonatal-tetanus-protection,highest-neonatal-tetanus-protection,Highest neonatal-tetanus protection rate,Highest neonatal-tetanus protection rate,False,True,True,True,False,represented,False
WHO Global Health Observatory,scripts/import-who.py,family:who:highest-vaccine-breadth,highest-vaccine-breadth,Highest overall vaccine-coverage breadth,Highest overall vaccine-coverage breadth,False,True,True,True,False,represented,False
UNESCO Institute for Statistics,scripts/import-unesco.py,family:unesco:highest-adult-literacy,highest-adult-literacy,Highest adult literacy rate,Highest adult literacy rate,False,True,True,True,False,represented,False
UNESCO Institute for Statistics,scripts/import-unesco.py,family:unesco:highest-youth-literacy,highest-youth-literacy,Highest youth literacy rate,Highest youth literacy rate,False,True,True,True,False,represented,False
UNESCO Institute for Statistics,scripts/import-unesco.py,family:unesco:highest-primary-enrollment,highest-primary-enrollment,Highest primary-school enrollment,Highest primary-school enrollment,False,True,True,True,False,represented,False
UNESCO Institute for Statistics,scripts/import-unesco.py,family:unesco:highest-secondary-enrollment,highest-secondary-enrollment,Highest secondary-school enrollment,Highest secondary-school enrollment,False,True,True,True,False,represented,False
UNESCO Institute for Statistics,scripts/import-unesco.py,family:unesco:highest-tertiary-enrollment,highest-tertiary-enrollment,Highest tertiary enrollment,Highest tertiary enrollment,False,True,True,True,False,represented,False
UNESCO Institute for Statistics,scripts/import-unesco.py,family:unesco:highest-preprimary-enrollment,highest-preprimary-enrollment,Highest pre-primary enrollment,Highest pre-primary enrollment,False,True,True,True,False,represented,False
UNESCO Institute for Statistics,scripts/import-unesco.py,family:unesco:lowest-primary-out-of-school,lowest-primary-out-of-school,Lowest primary out-of-school rate,Lowest primary out-of-school rate,False,True,True,True,False,represented,False
UNESCO Institute for Statistics,scripts/import-unesco.py,family:unesco:lowest-lower-secondary-out-of-school,lowest-lower-secondary-out-of-school,Lowest lower-secondary out-of-school rate,Lowest lower-secondary out-of-school rate,False,True,True,True,False,represented,False
UNESCO Institute for Statistics,scripts/import-unesco.py,family:unesco:lowest-upper-secondary-out-of-school,lowest-upper-secondary-out-of-school,Lowest upper-secondary out-of-school rate,Lowest upper-secondary out-of-school rate,False,True,True,True,False,represented,False
UNESCO Institute for Statistics,scripts/import-unesco.py,family:unesco:lowest-primary-pupil-teacher-ratio,lowest-primary-pupil-teacher-ratio,Lowest primary pupil-teacher ratio,Lowest primary pupil-teacher ratio,False,True,True,True,False,represented,False
UNESCO Institute for Statistics,scripts/import-unesco.py,family:unesco:lowest-secondary-pupil-teacher-ratio,lowest-secondary-pupil-teacher-ratio,Lowest secondary pupil-teacher ratio,Lowest secondary pupil-teacher ratio,False,True,True,True,False,represented,False
UNESCO Institute for Statistics,scripts/import-unesco.py,family:unesco:highest-trained-primary-teachers,highest-trained-primary-teachers,Highest share of trained primary teachers,Highest share of trained primary teachers,False,True,True,True,False,represented,False
UNESCO Institute for Statistics,scripts/import-unesco.py,family:unesco:highest-primary-survival,highest-primary-survival,Highest survival to the last grade of primary school,Highest survival to the last grade of primary school,False,True,True,True,False,represented,False
UNESCO Institute for Statistics,scripts/import-unesco.py,family:unesco:lowest-primary-repetition,lowest-primary-repetition,Lowest primary-school repetition rate,Lowest primary-school repetition rate,False,True,True,True,False,represented,False
UNESCO Institute for Statistics,scripts/import-unesco.py,family:unesco:highest-early-learning-participation,highest-early-learning-participation,Highest early-learning participation,Highest early-learning participation,False,True,True,True,False,represented,False
UNESCO Institute for Statistics,scripts/import-unesco.py,family:unesco:highest-reading-proficiency-primary,highest-reading-proficiency-primary,Highest primary reading proficiency,Highest primary reading proficiency,False,True,True,True,False,represented,False
UNESCO Institute for Statistics,scripts/import-unesco.py,family:unesco:highest-math-proficiency-primary,highest-math-proficiency-primary,Highest primary mathematics proficiency,Highest primary mathematics proficiency,False,True,True,True,False,represented,False
UNESCO Institute for Statistics,scripts/import-unesco.py,family:unesco:highest-reading-proficiency-lower-secondary,highest-reading-proficiency-lower-secondary,Highest lower-secondary reading proficiency,Highest lower-secondary reading proficiency,False,True,True,True,False,represented,False
UNESCO Institute for Statistics,scripts/import-unesco.py,family:unesco:highest-math-proficiency-lower-secondary,highest-math-proficiency-lower-secondary,Highest lower-secondary mathematics proficiency,Highest lower-secondary mathematics proficiency,False,True,True,True,False,represented,False
UNESCO Institute for Statistics,scripts/import-unesco.py,family:unesco:highest-school-electricity,highest-school-electricity,Highest school electricity access,Highest school electricity access,False,True,True,True,False,represented,False
UNESCO Institute for Statistics,scripts/import-unesco.py,family:unesco:highest-school-internet,highest-school-internet,Highest school internet access,Highest school internet access,False,True,True,True,False,represented,False
UNESCO Institute for Statistics,scripts/import-unesco.py,family:unesco:highest-school-computers,highest-school-computers,Highest school computer access,Highest school computer access,False,True,True,True,False,represented,False
UNESCO Institute for Statistics,scripts/import-unesco.py,family:unesco:highest-school-drinking-water,highest-school-drinking-water,Highest school drinking-water access,Highest school drinking-water access,False,True,True,True,False,represented,False
UNESCO Institute for Statistics,scripts/import-unesco.py,family:unesco:highest-school-sanitation,highest-school-sanitation,Highest school sanitation access,Highest school sanitation access,False,True,True,True,False,represented,False
UNESCO Institute for Statistics,scripts/import-unesco.py,family:unesco:highest-school-handwashing,highest-school-handwashing,Highest school handwashing access,Highest school handwashing access,False,True,True,True,False,represented,False
UNESCO Institute for Statistics,scripts/import-unesco.py,family:unesco:highest-education-spending-gdp,highest-education-spending-gdp,Highest education spending share of GDP,Highest education spending share of GDP,False,True,True,True,False,represented,False
UNESCO Institute for Statistics,scripts/import-unesco.py,family:unesco:highest-education-budget-share,highest-education-budget-share,Highest education share of government spending,Highest education share of government spending,False,True,True,True,False,represented,False
UNESCO Institute for Statistics,scripts/import-unesco.py,family:unesco:highest-rd-spending,highest-rd-spending,Highest research-and-development spending,Highest research-and-development spending,False,True,True,True,False,represented,False
UNESCO Institute for Statistics,scripts/import-unesco.py,family:unesco:most-researchers,most-researchers,Most researchers per million people,Most researchers per million people,False,True,True,True,False,represented,False
UNESCO Institute for Statistics,scripts/import-unesco.py,family:unesco:most-rd-technicians,most-rd-technicians,Most R&D technicians per million people,Most R&D technicians per million people,False,True,True,True,False,represented,False
UNESCO Institute for Statistics,scripts/import-unesco.py,family:unesco:most-international-students-hosted,most-international-students-hosted,Most international students hosted,Most international students hosted,False,True,True,True,False,represented,False
UNESCO Institute for Statistics,scripts/import-unesco.py,family:unesco:highest-outbound-student-mobility,highest-outbound-student-mobility,Highest outbound student mobility,Highest outbound student mobility,False,True,True,True,False,represented,False
ILOSTAT,scripts/import-ilostat.py,family:ilostat:lowest-unemployment,lowest-unemployment,Lowest unemployment rate,Lowest unemployment rate,False,True,True,True,False,represented,False
ILOSTAT,scripts/import-ilostat.py,family:ilostat:highest-labor-force-participation,highest-labor-force-participation,Highest labor-force participation,Highest labor-force participation,False,True,True,True,False,represented,False
ILOSTAT,scripts/import-ilostat.py,family:ilostat:highest-employment-population-ratio,highest-employment-population-ratio,Highest employment-to-population ratio,Highest employment-to-population ratio,False,True,True,True,False,represented,False
ILOSTAT,scripts/import-ilostat.py,family:ilostat:lowest-youth-unemployment,lowest-youth-unemployment,Lowest youth unemployment rate,Lowest youth unemployment rate,False,True,True,True,False,represented,False
ILOSTAT,scripts/import-ilostat.py,family:ilostat:lowest-neet-rate,lowest-neet-rate,Lowest youth NEET rate,Lowest youth NEET rate,False,True,True,True,False,represented,False
ILOSTAT,scripts/import-ilostat.py,family:ilostat:lowest-labor-underutilization,lowest-labor-underutilization,Lowest labor underutilization,Lowest labor underutilization,False,True,True,True,False,represented,False
ILOSTAT,scripts/import-ilostat.py,family:ilostat:lowest-time-underemployment,lowest-time-underemployment,Lowest time-related underemployment,Lowest time-related underemployment,False,True,True,True,False,represented,False
ILOSTAT,scripts/import-ilostat.py,family:ilostat:lowest-informal-employment,lowest-informal-employment,Lowest informal-employment rate,Lowest informal-employment rate,False,True,True,True,False,represented,False
ILOSTAT,scripts/import-ilostat.py,family:ilostat:highest-social-protection-coverage,highest-social-protection-coverage,Highest social-protection coverage,Highest social-protection coverage,False,True,True,True,False,represented,False
ILOSTAT,scripts/import-ilostat.py,family:ilostat:highest-women-management,highest-women-management,Highest share of women in management,Highest share of women in management,False,True,True,True,False,represented,False
ILOSTAT,scripts/import-ilostat.py,family:ilostat:highest-labor-income-share,highest-labor-income-share,Highest labor-income share of GDP,Highest labor-income share of GDP,False,True,True,True,False,represented,False
ILOSTAT,scripts/import-ilostat.py,family:ilostat:highest-output-per-worker,highest-output-per-worker,Highest output per worker,Highest output per worker,False,True,True,True,False,represented,False
ILOSTAT,scripts/import-ilostat.py,family:ilostat:fastest-productivity-growth,fastest-productivity-growth,Fastest labor-productivity growth,Fastest labor-productivity growth,False,True,True,True,False,represented,False
ILOSTAT,scripts/import-ilostat.py,family:ilostat:longest-working-week,longest-working-week,Longest average working week,Longest average working week,False,True,True,True,False,represented,False
ILOSTAT,scripts/import-ilostat.py,family:ilostat:highest-wage-employment-share,highest-wage-employment-share,Highest wage-and-salaried employment share,Highest wage-and-salaried employment share,False,True,True,True,False,represented,False
ILOSTAT,scripts/import-ilostat.py,family:ilostat:highest-self-employment-share,highest-self-employment-share,Highest self-employment share,Highest self-employment share,False,True,True,True,False,represented,False
ILOSTAT,scripts/import-ilostat.py,family:ilostat:highest-vulnerable-employment,highest-vulnerable-employment,Highest vulnerable-employment share,Highest vulnerable-employment share,False,True,True,True,False,represented,False
ILOSTAT,scripts/import-ilostat.py,family:ilostat:highest-agricultural-employment,highest-agricultural-employment,Highest agricultural-employment share,Highest agricultural-employment share,False,True,True,True,False,represented,False
ILOSTAT,scripts/import-ilostat.py,family:ilostat:highest-industrial-employment,highest-industrial-employment,Highest industrial-employment share,Highest industrial-employment share,False,True,True,True,False,represented,False
ILOSTAT,scripts/import-ilostat.py,family:ilostat:highest-services-employment,highest-services-employment,Highest services-employment share,Highest services-employment share,False,True,True,True,False,represented,False
ILOSTAT,scripts/import-ilostat.py,family:ilostat:lowest-fatal-work-injury-rate,lowest-fatal-work-injury-rate,Lowest fatal workplace-injury rate,Lowest fatal workplace-injury rate,False,True,True,True,False,represented,False
ILOSTAT,scripts/import-ilostat.py,family:ilostat:highest-collective-bargaining,highest-collective-bargaining,Highest collective-bargaining coverage,Highest collective-bargaining coverage,False,True,True,True,False,represented,False
ILOSTAT,scripts/import-ilostat.py,family:ilostat:highest-unemployment-benefit-coverage,highest-unemployment-benefit-coverage,Highest unemployment-benefit coverage,Highest unemployment-benefit coverage,False,True,True,True,False,represented,False
U.S. EIA International Energy Statistics,scripts/import-eia.py,family:eia:most-coal-produced,most-coal-produced,Most coal produced,Most coal produced,False,True,True,True,False,represented,False
U.S. EIA International Energy Statistics,scripts/import-eia.py,family:eia:most-electricity-generated,most-electricity-generated,Most electricity generated,Most electricity generated,False,True,True,True,False,represented,False
U.S. EIA International Energy Statistics,scripts/import-eia.py,family:eia:most-renewable-electricity-generated,most-renewable-electricity-generated,Most renewable electricity generated,Most renewable electricity generated,False,True,True,True,False,represented,False
U.S. EIA International Energy Statistics,scripts/import-eia.py,family:eia:most-hydroelectricity-generated,most-hydroelectricity-generated,Most hydroelectricity generated,Most hydroelectricity generated,False,True,True,True,False,represented,False
U.S. EIA International Energy Statistics,scripts/import-eia.py,family:eia:most-wind-electricity-generated,most-wind-electricity-generated,Most wind electricity generated,Most wind electricity generated,False,True,True,True,False,represented,False
U.S. EIA International Energy Statistics,scripts/import-eia.py,family:eia:most-solar-electricity-generated,most-solar-electricity-generated,Most solar electricity generated,Most solar electricity generated,False,True,True,True,False,represented,False
U.S. EIA International Energy Statistics,scripts/import-eia.py,family:eia:most-nuclear-electricity-generated,most-nuclear-electricity-generated,Most nuclear electricity generated,Most nuclear electricity generated,False,True,True,True,False,represented,False
U.S. EIA International Energy Statistics,scripts/import-eia.py,family:eia:most-primary-energy-consumed,most-primary-energy-consumed,Most primary energy consumed,Most primary energy consumed,False,True,True,True,False,represented,False
U.S. EIA International Energy Statistics,scripts/import-eia.py,family:eia:most-petroleum-consumed,most-petroleum-consumed,Most petroleum consumed,Most petroleum consumed,False,True,True,True,False,represented,False
U.S. EIA International Energy Statistics,scripts/import-eia.py,family:eia:most-natural-gas-consumed,most-natural-gas-consumed,Most natural gas consumed,Most natural gas consumed,False,True,True,True,False,represented,False
U.S. EIA International Energy Statistics,scripts/import-eia.py,family:eia:most-coal-consumed,most-coal-consumed,Most coal consumed,Most coal consumed,False,True,True,True,False,represented,False
U.S. EIA International Energy Statistics,scripts/import-eia.py,family:eia:most-electricity-exported,most-electricity-exported,Most electricity exported,Most electricity exported,False,True,True,True,False,represented,False
U.S. EIA International Energy Statistics,scripts/import-eia.py,family:eia:most-electricity-imported,most-electricity-imported,Most electricity imported,Most electricity imported,False,True,True,True,False,represented,False
World Bank Climate Change Knowledge Portal,scripts/import-world-bank-climate.py,family:worldbankclimate:hottest,hottest,Hottest country,Hottest country,False,True,True,True,False,represented,False
World Bank Climate Change Knowledge Portal,scripts/import-world-bank-climate.py,family:worldbankclimate:coldest,coldest,Coldest country,Coldest country,False,True,True,True,False,represented,False
World Bank Climate Change Knowledge Portal,scripts/import-world-bank-climate.py,family:worldbankclimate:wettest,wettest,Wettest country,Wettest country,False,True,True,True,False,represented,False
World Bank Climate Change Knowledge Portal,scripts/import-world-bank-climate.py,family:worldbankclimate:driest,driest,Driest country,Driest country,False,True,True,True,False,represented,False
World Bank Climate Change Knowledge Portal,scripts/import-world-bank-climate.py,family:worldbankclimate:highest-annual-extreme-heat,highest-annual-extreme-heat,Highest annual extreme temperature,Highest annual extreme temperature,False,True,True,True,False,represented,False
World Bank Climate Change Knowledge Portal,scripts/import-world-bank-climate.py,family:worldbankclimate:lowest-annual-extreme-cold,lowest-annual-extreme-cold,Lowest annual minimum temperature,Lowest annual minimum temperature,False,True,True,True,False,represented,False
World Bank Climate Change Knowledge Portal,scripts/import-world-bank-climate.py,family:worldbankclimate:most-frost-days,most-frost-days,Most frost days,Most frost days,False,True,True,True,False,represented,False
World Bank Climate Change Knowledge Portal,scripts/import-world-bank-climate.py,family:worldbankclimate:most-ice-days,most-ice-days,Most ice days,Most ice days,False,True,True,False,True,blocked,False
World Bank Climate Change Knowledge Portal,scripts/import-world-bank-climate.py,family:worldbankclimate:most-hot-days,most-hot-days,Most very hot days,Most very hot days,False,True,True,False,True,blocked,False
World Bank Climate Change Knowledge Portal,scripts/import-world-bank-climate.py,family:worldbankclimate:most-tropical-nights,most-tropical-nights,Most tropical nights,Most tropical nights,False,True,True,True,False,represented,False
World Bank Climate Change Knowledge Portal,scripts/import-world-bank-climate.py,family:worldbankclimate:most-hot-humid-days,most-hot-humid-days,Most hot and humid days,Most hot and humid days,False,True,True,False,True,blocked,False
World Bank Climate Change Knowledge Portal,scripts/import-world-bank-climate.py,family:worldbankclimate:longest-warm-spells,longest-warm-spells,Longest warm spells,Longest warm spells,False,True,True,False,True,blocked,False
IMF World Economic Outlook,scripts/import-imf-weo.py,family:imfweo:ppp-gdp-per-person,ppp-gdp-per-person,Highest GDP per person at purchasing power parity,Highest GDP per person at purchasing power parity,False,True,True,True,False,represented,False
IMF World Economic Outlook,scripts/import-imf-weo.py,family:imfweo:end-period-inflation,end-period-inflation,Highest year-end inflation,Highest year-end inflation,False,True,True,True,False,represented,False
IMF World Economic Outlook,scripts/import-imf-weo.py,family:imfweo:government-debt,government-debt,Highest government debt,Highest government debt,False,True,True,True,False,represented,False
IMF World Economic Outlook,scripts/import-imf-weo.py,family:imfweo:government-balance,government-balance,Largest government budget surplus,Largest government budget surplus,False,True,True,True,False,represented,False
IMF World Economic Outlook,scripts/import-imf-weo.py,family:imfweo:government-revenue,government-revenue,Highest government revenue share,Highest government revenue share,False,True,True,True,False,represented,False
IMF World Economic Outlook,scripts/import-imf-weo.py,family:imfweo:government-expenditure,government-expenditure,Highest government spending share,Highest government spending share,False,True,True,True,False,represented,False
IMF World Economic Outlook,scripts/import-imf-weo.py,family:imfweo:current-account,current-account,Largest current-account surplus,Largest current-account surplus,False,True,True,True,False,represented,False
IMF World Economic Outlook,scripts/import-imf-weo.py,family:imfweo:national-savings,national-savings,Highest national savings rate,Highest national savings rate,False,True,True,True,False,represented,False
IMF World Economic Outlook,scripts/import-imf-weo.py,family:imfweo:investment,investment,Highest investment rate,Highest investment rate,False,True,True,True,False,represented,False
IMF World Economic Outlook,scripts/import-imf-weo.py,family:imfweo:export-volume-growth,export-volume-growth,Fastest export growth,Fastest export growth,False,True,True,True,False,represented,False
