source_line,category_title,domain_and_series,source,quality,legacy_rejection_basis_seed,integrity_status,editorial_disposition,legacy_guard_action,reason_class,first_principles_rationale,recommended_next_action,linked_tracker_ids,linked_tracker_dispositions
818,Highest output per worker,Economy · GDP_205U_NOC_NB_A,ILOSTAT,90,generic_v15_rejected_only,failed,hold_for_family_curation,keep_reaudit_block,labor_methodology_or_density,"Potentially useful, but either jargon/denominator-sensitive, source-repair dependent, a subgroup variant, or a lower-priority specialty labor measure; it needs family-level comparison before activation.",Keep fail-closed while curating the ILOSTAT family; promote only if the definition is intuitive and it adds a distinct board experience.,family:ilostat:highest-output-per-worker,ready_for_source_family_validation
820,Lowest unemployment,Labor · SL.UEM.TOTL.ZS,World Bank,90,generic_v15_rejected_only,verified,advance_to_validation,clear_generic_legacy_block,high_value_source_repair,"National unemployment is highly recognizable and useful, but the existing tracker correctly requires a repaired authoritative labor-statistics path rather than reviving the old WDI row blindly.",Keep fail-closed until a validated authoritative labor source/method is resolved; legacy status alone should no longer veto the concept.,candidate:178,not_shipped_validation_or_definition_unresolved
846,"Highest account ownership at a financial institution or with a mobile-money-service provider, young adults",Economy · FX.OWN.TOTL.YG.ZS,World Bank,90,generic_v15_rejected_only,,retain_exclusion,confirm_reasoned_exclusion,subgroup_slice,Demographic subgroup slice of a broader access/use concept; the default catalog should prefer the all-population measure unless the subgroup itself is the central idea.,Keep excluded from the core playable catalog.,,
896,Highest industry share of GDP,Economy · NV.IND.TOTL.ZS,World Bank,88,generic_v15_rejected_only,verified,hold_for_family_curation,keep_reaudit_block,macro_density,"Industry and services shares of GDP are understandable, but the catalog is already economy-heavy and these complementary sector shares should be curated together rather than added automatically.",Hold for economy-family curation; promote only if sector composition materially improves board variety.,,
897,Highest services share of GDP,Economy · NV.SRV.TOTL.ZS,World Bank,88,generic_v15_rejected_only,verified,hold_for_family_curation,keep_reaudit_block,macro_density,"Industry and services shares of GDP are understandable, but the catalog is already economy-heavy and these complementary sector shares should be curated together rather than added automatically.",Hold for economy-family curation; promote only if sector composition materially improves board variety.,,
899,Fastest labor-productivity growth,Economy · SDG_0821_NOC_RT_A,ILOSTAT,88,generic_v15_rejected_only,failed,hold_for_family_curation,keep_reaudit_block,labor_methodology_or_density,"Potentially useful, but either jargon/denominator-sensitive, source-repair dependent, a subgroup variant, or a lower-priority specialty labor measure; it needs family-level comparison before activation.",Keep fail-closed while curating the ILOSTAT family; promote only if the definition is intuitive and it adds a distinct board experience.,family:ilostat:fastest-productivity-growth,ready_for_source_family_validation
946,Highest methane (CH4) emissions (total) excluding LULUCF,Environment · EN.GHG.CH4.ZG.AR5,World Bank,86,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,emissions_overproliferation,"This is part of the previously overgrown emissions matrix (gas/sector/LULUCF variants). Even when technically valid, it is too repetitive or specialized relative to a small set of broad emissions anchors.",Keep excluded; any future emissions expansion must demonstrate a genuinely new player-facing concept rather than another gas/sector slice.,,
950,Highest nitrous oxide (N2O) emissions (total) excluding LULUCF,Environment · EN.GHG.N2O.MT.CE.AR5,World Bank,86,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,emissions_overproliferation,"This is part of the previously overgrown emissions matrix (gas/sector/LULUCF variants). Even when technically valid, it is too repetitive or specialized relative to a small set of broad emissions anchors.",Keep excluded; any future emissions expansion must demonstrate a genuinely new player-facing concept rather than another gas/sector slice.,,
951,Highest nitrous oxide (N2O) emissions (total) excluding LULUCF,Environment · EN.GHG.N2O.ZG.AR5,World Bank,86,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,emissions_overproliferation,"This is part of the previously overgrown emissions matrix (gas/sector/LULUCF variants). Even when technically valid, it is too repetitive or specialized relative to a small set of broad emissions anchors.",Keep excluded; any future emissions expansion must demonstrate a genuinely new player-facing concept rather than another gas/sector slice.,,
956,Highest total greenhouse gas emissions excluding LULUCF,Environment · EN.GHG.TOT.ZG.AR5,World Bank,86,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,emissions_overproliferation,"This is part of the previously overgrown emissions matrix (gas/sector/LULUCF variants). Even when technically valid, it is too repetitive or specialized relative to a small set of broad emissions anchors.",Keep excluded; any future emissions expansion must demonstrate a genuinely new player-facing concept rather than another gas/sector slice.,,
959,Highest carbon dioxide (CO2) emissions (total) excluding LULUCF,Environment · EN.GHG.CO2.ZG.AR5,World Bank,86,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,emissions_overproliferation,"This is part of the previously overgrown emissions matrix (gas/sector/LULUCF variants). Even when technically valid, it is too repetitive or specialized relative to a small set of broad emissions anchors.",Keep excluded; any future emissions expansion must demonstrate a genuinely new player-facing concept rather than another gas/sector slice.,,
966,Highest internet usage,Technology · IT.NET.USER.ZS,World Bank,86,generic_v15_rejected_only,verified,advance_to_validation,clear_generic_legacy_block,source_superseded_concept_retained,"Internet-use share is a broad, intuitive technology-access measure; it is meaningfully different from secure-server counts and school internet access.","Use the recovered infrastructure/internet-use source-family path, validate coverage/year consistency, and prefer the clearer “internet-use share” wording.",,
968,Highest methane (CH4) emissions from Fugitive Emissions (Energy),Environment · EN.GHG.CH4.FE.MT.CE.AR5,World Bank,86,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,emissions_overproliferation,"This is part of the previously overgrown emissions matrix (gas/sector/LULUCF variants). Even when technically valid, it is too repetitive or specialized relative to a small set of broad emissions anchors.",Keep excluded; any future emissions expansion must demonstrate a genuinely new player-facing concept rather than another gas/sector slice.,,
969,Highest methane (CH4) emissions from Industrial Combustion (Energy),Environment · EN.GHG.CH4.IC.MT.CE.AR5,World Bank,86,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,emissions_overproliferation,"This is part of the previously overgrown emissions matrix (gas/sector/LULUCF variants). Even when technically valid, it is too repetitive or specialized relative to a small set of broad emissions anchors.",Keep excluded; any future emissions expansion must demonstrate a genuinely new player-facing concept rather than another gas/sector slice.,,
970,Highest methane (CH4) emissions from Power Industry (Energy),Environment · EN.GHG.CH4.PI.MT.CE.AR5,World Bank,86,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,emissions_overproliferation,"This is part of the previously overgrown emissions matrix (gas/sector/LULUCF variants). Even when technically valid, it is too repetitive or specialized relative to a small set of broad emissions anchors.",Keep excluded; any future emissions expansion must demonstrate a genuinely new player-facing concept rather than another gas/sector slice.,,
972,Highest nitrous oxide (N2O) emissions from Building (Energy),Environment · EN.GHG.N2O.BU.MT.CE.AR5,World Bank,86,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,emissions_overproliferation,"This is part of the previously overgrown emissions matrix (gas/sector/LULUCF variants). Even when technically valid, it is too repetitive or specialized relative to a small set of broad emissions anchors.",Keep excluded; any future emissions expansion must demonstrate a genuinely new player-facing concept rather than another gas/sector slice.,,
973,Highest nitrous oxide (N2O) emissions from Industrial Combustion (Energy),Environment · EN.GHG.N2O.IC.MT.CE.AR5,World Bank,86,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,emissions_overproliferation,"This is part of the previously overgrown emissions matrix (gas/sector/LULUCF variants). Even when technically valid, it is too repetitive or specialized relative to a small set of broad emissions anchors.",Keep excluded; any future emissions expansion must demonstrate a genuinely new player-facing concept rather than another gas/sector slice.,,
974,Highest nitrous oxide (N2O) emissions from Power Industry (Energy),Environment · EN.GHG.N2O.PI.MT.CE.AR5,World Bank,86,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,emissions_overproliferation,"This is part of the previously overgrown emissions matrix (gas/sector/LULUCF variants). Even when technically valid, it is too repetitive or specialized relative to a small set of broad emissions anchors.",Keep excluded; any future emissions expansion must demonstrate a genuinely new player-facing concept rather than another gas/sector slice.,,
975,Highest nitrous oxide (N2O) emissions from Transport (Energy),Environment · EN.GHG.N2O.TR.MT.CE.AR5,World Bank,86,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,emissions_overproliferation,"This is part of the previously overgrown emissions matrix (gas/sector/LULUCF variants). Even when technically valid, it is too repetitive or specialized relative to a small set of broad emissions anchors.",Keep excluded; any future emissions expansion must demonstrate a genuinely new player-facing concept rather than another gas/sector slice.,,
976,Highest carbon intensity of GDP,Environment · EN.GHG.CO2.RT.GDP.PP.KD,World Bank,86,generic_v15_rejected_only,verified,hold_for_family_curation,keep_reaudit_block,emissions_methodology_density,"Carbon intensity is more distinct than raw emissions totals, but it still needs a clearly defined denominator/method and must be considered against the intentionally pruned emissions family.",Keep quarantined until the carbon-intensity methodology is resolved and emissions-family density is reviewed.,,
1016,Highest nitrous oxide (N2O) emissions from Fugitive Emissions (Energy),Environment · EN.GHG.N2O.FE.MT.CE.AR5,World Bank,85,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,emissions_overproliferation,"This is part of the previously overgrown emissions matrix (gas/sector/LULUCF variants). Even when technically valid, it is too repetitive or specialized relative to a small set of broad emissions anchors.",Keep excluded; any future emissions expansion must demonstrate a genuinely new player-facing concept rather than another gas/sector slice.,,
1045,Largest exports,Economy · NE.EXP.GNFS.CD,World Bank,84,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,duplicate_or_ambiguous_macro,Generic “exports/imports” duplicates clearer existing trade categories and is ambiguous about goods/services/primary income scope.,Keep excluded; use the already retained explicitly defined trade categories.,,
1046,Largest imports,Economy · NE.IMP.GNFS.CD,World Bank,84,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,duplicate_or_ambiguous_macro,Generic “exports/imports” duplicates clearer existing trade categories and is ambiguous about goods/services/primary income scope.,Keep excluded; use the already retained explicitly defined trade categories.,,
1075,Highest carbon dioxide (CO2) emissions from Fugitive Emissions (Energy),Environment · EN.GHG.CO2.FE.MT.CE.AR5,World Bank,83,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,emissions_overproliferation,"This is part of the previously overgrown emissions matrix (gas/sector/LULUCF variants). Even when technically valid, it is too repetitive or specialized relative to a small set of broad emissions anchors.",Keep excluded; any future emissions expansion must demonstrate a genuinely new player-facing concept rather than another gas/sector slice.,,
1105,Highest final consumption expenditure,Economy · NE.CON.TOTL.ZS,World Bank,83,generic_v15_rejected_only,verified,hold_for_family_curation,keep_reaudit_block,macro_or_landuse_curation,"Potentially understandable after careful naming, but it sits in an already dense macro/land-use family and is not strong enough to clear the legacy block without comparing nearby alternatives.","Hold for family-level editorial curation; prefer the single clearest, most comparable representative metric rather than multiple accounting variants.",,
1106,Highest general government final consumption expenditure,Economy · NE.CON.GOVT.ZS,World Bank,83,generic_v15_rejected_only,verified,hold_for_family_curation,keep_reaudit_block,macro_or_landuse_curation,"Potentially understandable after careful naming, but it sits in an already dense macro/land-use family and is not strong enough to clear the legacy block without comparing nearby alternatives.","Hold for family-level editorial curation; prefer the single clearest, most comparable representative metric rather than multiple accounting variants.",,
1107,Highest final consumption expenditure,Economy · NE.CON.TOTL.CD,World Bank,83,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,macro_overproliferation,"One of many national-accounts total/constant-price/growth variants with low marginal player value, jargon-heavy naming, or a near-duplicate preferred alternative; economy is already overrepresented.",Keep excluded; do not rebuild the old national-accounts matrix. Reconsider only a separately justified plain-English concept.,,
1108,Highest government consumption,Government · NE.CON.GOVT.CD,World Bank,83,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,macro_overproliferation,"One of many national-accounts total/constant-price/growth variants with low marginal player value, jargon-heavy naming, or a near-duplicate preferred alternative; economy is already overrepresented.",Keep excluded; do not rebuild the old national-accounts matrix. Reconsider only a separately justified plain-English concept.,,
1109,Highest gross national expenditure,Economy · NE.DAB.TOTL.ZS,World Bank,83,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,macro_overproliferation,"One of many national-accounts total/constant-price/growth variants with low marginal player value, jargon-heavy naming, or a near-duplicate preferred alternative; economy is already overrepresented.",Keep excluded; do not rebuild the old national-accounts matrix. Reconsider only a separately justified plain-English concept.,,
1110,Highest households and NPISHs final consumption expenditure,Economy · NE.CON.PRVT.ZS,World Bank,83,generic_v15_rejected_only,verified,hold_for_family_curation,keep_reaudit_block,macro_or_landuse_curation,"Potentially understandable after careful naming, but it sits in an already dense macro/land-use family and is not strong enough to clear the legacy block without comparing nearby alternatives.","Hold for family-level editorial curation; prefer the single clearest, most comparable representative metric rather than multiple accounting variants.",,
1111,Highest gross national expenditure,Economy · NE.DAB.TOTL.CD,World Bank,83,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,macro_overproliferation,"One of many national-accounts total/constant-price/growth variants with low marginal player value, jargon-heavy naming, or a near-duplicate preferred alternative; economy is already overrepresented.",Keep excluded; do not rebuild the old national-accounts matrix. Reconsider only a separately justified plain-English concept.,,
1112,Highest household consumption,Economy · NE.CON.PRVT.CD,World Bank,83,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,macro_overproliferation,"One of many national-accounts total/constant-price/growth variants with low marginal player value, jargon-heavy naming, or a near-duplicate preferred alternative; economy is already overrepresented.",Keep excluded; do not rebuild the old national-accounts matrix. Reconsider only a separately justified plain-English concept.,,
1113,Highest final consumption expenditure,Economy · NE.CON.TOTL.KD,World Bank,83,generic_v15_rejected_only,failed,retain_exclusion,confirm_reasoned_exclusion,macro_overproliferation,"One of many national-accounts total/constant-price/growth variants with low marginal player value, jargon-heavy naming, or a near-duplicate preferred alternative; economy is already overrepresented.",Keep excluded; do not rebuild the old national-accounts matrix. Reconsider only a separately justified plain-English concept.,,
1115,"Highest households and NPISHs Final consumption expenditure per capita, PPP",Development · NE.CON.PCAP.PP.KD,World Bank,83,generic_v15_rejected_only,verified,advance_to_validation,clear_generic_legacy_block,broad_intuitive_rewrite,"Household consumption per person at PPP is a meaningful living-standard concept, unlike the many total/local-currency national-accounts variants around it; the player-facing copy must be simplified.",Validate a comparable PPP per-capita series and rewrite as plain-English household consumption per person; keep all adjacent aggregate variants excluded/held.,,
1116,"Highest households and NPISHs Final consumption expenditure, PPP",Economy · NE.CON.PRVT.PP.KD,World Bank,83,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,macro_overproliferation,"One of many national-accounts total/constant-price/growth variants with low marginal player value, jargon-heavy naming, or a near-duplicate preferred alternative; economy is already overrepresented.",Keep excluded; do not rebuild the old national-accounts matrix. Reconsider only a separately justified plain-English concept.,,
1154,Highest fixed telephone subscriptions per 100 people,Technology · IT.MLT.MAIN.P2,World Bank,82,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,low_marginal_value_near_duplicate,Fixed-line subscriptions per 100 adds limited current-world value and sits next to an already retained fixed-telephone category; it is not a priority use of catalog space.,Keep excluded unless future historical/technology curation creates a specific need.,,
1155,Largest agricultural land area,Agriculture · AG.LND.AGRI.K2,World Bank,82,generic_v15_rejected_only,verified,hold_for_family_curation,keep_reaudit_block,macro_or_landuse_curation,"Potentially understandable after careful naming, but it sits in an already dense macro/land-use family and is not strong enough to clear the legacy block without comparing nearby alternatives.","Hold for family-level editorial curation; prefer the single clearest, most comparable representative metric rather than multiple accounting variants.",,
1157,Most separate land areas,Geography · most-separate-land-areas,Natural Earth,82,generic_v15_rejected_only,,retain_exclusion,confirm_reasoned_exclusion,arbitrary_threshold_niche,Counting separate land areas—especially “large” areas—depends on arbitrary geometry/threshold choices and is less intuitive than stronger map-based geography concepts.,Keep excluded from the core catalog.,,
1163,Highest primary-school enrollment,Education · GER.1,UNESCO UIS,82,generic_v15_rejected_only,verified,hold_for_family_curation,keep_reaudit_block,family_density_near_duplicate,"Plausible in isolation, but too close to a stronger retained stage/subject/infrastructure anchor or part of an over-dense education family; needs family-level curation before any legacy block is cleared.",Keep quarantined; compare against the selected UNESCO anchors and only promote if it adds a clearly different player experience.,family:unesco:highest-primary-enrollment,ready_for_source_family_validation
1166,Highest carbon dioxide (CO2) net fluxes from LULUCF - Forest Land,Environment · EN.GHG.CO2.LU.FL.MT.CE.AR5,World Bank,82,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,emissions_overproliferation,"This is part of the previously overgrown emissions matrix (gas/sector/LULUCF variants). Even when technically valid, it is too repetitive or specialized relative to a small set of broad emissions anchors.",Keep excluded; any future emissions expansion must demonstrate a genuinely new player-facing concept rather than another gas/sector slice.,,
1168,Most cereal produced,Agriculture · AG.PRD.CREL.MT,World Bank,82,generic_v15_rejected_only,verified,clear_legacy_block_current_path_governs,clear_generic_legacy_block,superseded_source_existing_primary_path,"The old World Bank cereal-production path should stay retired, but that is not a concept-level veto: a clearer FAOSTAT cereal-production category is already retained under the shared gates.",Clear the stale legacy-title/semantic blocker so the existing FAOSTAT category is governed by current shared quality and duplication gates; do not revive the World Bank route.,,
1169,Highest cereal yield,Agriculture · AG.YLD.CREL.KG,World Bank,82,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,superseded_primary_source,Cereal production/yield is better sourced directly from FAOSTAT and would add another agriculture variant in an already saturated domain.,Keep this World Bank route excluded; only reconsider the concept through curated primary-source agriculture coverage if it is distinct enough.,,
1170,Highest total greenhouse gas emissions including LULUCF,Environment · EN.GHG.ALL.LU.MT.CE.AR5,World Bank,82,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,emissions_overproliferation,"This is part of the previously overgrown emissions matrix (gas/sector/LULUCF variants). Even when technically valid, it is too repetitive or specialized relative to a small set of broad emissions anchors.",Keep excluded; any future emissions expansion must demonstrate a genuinely new player-facing concept rather than another gas/sector slice.,,
1173,Highest final consumption expenditure,Economy · NE.CON.TOTL.CN,World Bank,82,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,cross_country_comparability_invalid,"Absolute local-currency or linked/local-currency series is not valid for direct cross-country ranking; this is a hard comparability failure, not merely an old editorial preference.",Keep excluded under the permanent local-currency comparability gate.,,
1174,Highest general government final consumption expenditure,Economy · NE.CON.GOVT.CN,World Bank,82,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,cross_country_comparability_invalid,"Absolute local-currency or linked/local-currency series is not valid for direct cross-country ranking; this is a hard comparability failure, not merely an old editorial preference.",Keep excluded under the permanent local-currency comparability gate.,,
1177,Highest investment share,Economy · NE.GDI.TOTL.ZS,World Bank,82,generic_v15_rejected_only,verified,hold_for_family_curation,keep_reaudit_block,macro_or_landuse_curation,"Potentially understandable after careful naming, but it sits in an already dense macro/land-use family and is not strong enough to clear the legacy block without comparing nearby alternatives.","Hold for family-level editorial curation; prefer the single clearest, most comparable representative metric rather than multiple accounting variants.",,
1178,Highest gross capital formation,Economy · NE.GDI.TOTL.CD,World Bank,82,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,macro_overproliferation,"One of many national-accounts total/constant-price/growth variants with low marginal player value, jargon-heavy naming, or a near-duplicate preferred alternative; economy is already overrepresented.",Keep excluded; do not rebuild the old national-accounts matrix. Reconsider only a separately justified plain-English concept.,existing:NE.GDI.TOTL.CN,blocked_re_source
1179,Highest gross national expenditure,Economy · NE.DAB.TOTL.CN,World Bank,82,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,cross_country_comparability_invalid,"Absolute local-currency or linked/local-currency series is not valid for direct cross-country ranking; this is a hard comparability failure, not merely an old editorial preference.",Keep excluded under the permanent local-currency comparability gate.,,
1180,Highest households and NPISHs Final consumption expenditure,Economy · NE.CON.PRVT.CN,World Bank,82,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,cross_country_comparability_invalid,"Absolute local-currency or linked/local-currency series is not valid for direct cross-country ranking; this is a hard comparability failure, not merely an old editorial preference.",Keep excluded under the permanent local-currency comparability gate.,,
